tweet,bias,pos,neg,label
"['b', 'call', 'friend', 'need', ':)', '...']",1,4041,517,1.0
"['hello', 'ligao', 'citi', 'albay', ':-)', 'concert', 'bcyc', 'lnh']",1,806,35,1.0
"['goodnight', 'love', 'luke', 'heart', ':-)', 'love', '💜']",1,1540,344,1.0
"['happi', 'birthday', 'enjoy', 'vacat', ':)']",1,3934,62,1.0
"['congratul', 'sat', '3rd', 'honorari', 'degre', 'everyon', 'alac', ':)']",1,3650,37,1.0
"['hey', 'raspberri', 'island', 'skelo_ghost', ':)', 'want', 'get', 'iph', '0ne', '6', 'free', 'kindli', 'check', 'bi0', 'thx']",1,4101,563,1.0
"['thank', 'u', ':)']",1,4363,302,1.0
"['thank', 'great', ':)', '❤', '️', '😘']",1,4418,182,1.0
"['deserv', 'madadagdagan', 'pa', 'yan', ':-)', 'congrat', ':-)', 'bmc', '<3']",1,1556,44,1.0
"['save', 'money', 'use', 'good', 'way', 'money', 'money', 'better', 'life', 'fun', ':)', 'nice', 'day', '11:11']",1,4440,539,1.0
"['u', 'find', 'ur', 'friend', 'ditch', 'u', 'caus', 'lot', 'thing', ':)', 'wtf', 'done', 'im', 'actual', 'nice', 'person']",1,4457,825,1.0
"['order', 'dress', '..', ':)', ':)']",1,7291,134,1.0
"['like', 'eye', ':D']",1,876,240,1.0
"['dear', 'person', 'pleas', 'studi', 'embarrass', 'urself', 'entropi', 'work', '100', 'w', 'evolut', ':)']",1,3849,472,1.0
"['ye', 'stay', 'touch', ':)', 'instagram']",1,3692,83,1.0
"['look', 'forward', 'alway', 'love', 'giggl', 'loop', 'two', 'great', 'act', ':)']",1,4405,362,1.0
"['cheer', 'mention', '...', 'even', 'wrong', 'section', ':)']",1,3949,454,1.0
"['ty', 'dear', 'eva', ""i'm"", 'total', 'agre', ':-)', 'keep', 'smile', 'u']",1,1231,610,1.0
"['spain', 'morn', ':)', 'good', 'morn', 'ian']",1,4012,169,1.0
"['anoth', 'note', 'found', 'camden', 'town', '...', ':D', 'work']",1,1078,518,1.0
"['even', 'talk', 'great', ':)']",1,3819,139,1.0
"['ohhh', 'wait', '28', ':)', 'luv', 'uhh']",1,3651,49,1.0
"['thank', 'favorit', ':)', 'make', 'sure', 'keep', 'touch', 'news', 'light', 'bulb', 'made', 'corn', 'wast']",1,4551,344,1.0
"['scoup', '17', 'like', 'jren', 'nuest', ':D']",1,869,230,1.0
"['oh', 'love', 'lovelayyy', 'thank', 'ok', 'kidney', '..', 'want', 'anyway', ':p']",1,1490,752,1.0
"['neuer', 'post', 'onlin', ':)', 'fix', 'spray']",1,3608,45,1.0
"['check', 'us', ':)']",1,3729,64,1.0
"['class', 'today', 'train', 'friend', ':)']",1,3752,171,1.0
"['okay', 'let', 'get', 'bat', ':)']",1,3883,310,1.0
"['one', 'fall', 'love', 'choic', '’', 'chanc', '...', ':)', '♡']",1,4451,708,1.0
"['would', 'email', 'donnae.strydom@westerncape.gov.za', ':-)', 'ta']",1,805,81,1.0
"[""that'"", 'great', 'hear', ""we'll"", 'sure', 'pass', 'thank', 'staff', ':)', 'nic']",1,4554,280,1.0
"['seen', 'uni', '..', 'talent', ':)']",1,3712,137,1.0
"['uff', 'itna', 'miss', 'karhi', 'thi', 'ap', ':p']",1,171,307,1.0
"['aww', 'love', 'kind', 'men', ':)']",1,4012,187,1.0
"['mca', 'money', 'tell', 'stori', ':)']",1,3615,65,1.0
"['save', 'live', ':-)']",1,730,43,1.0
"['hey', 'juaquin', 'v3nzor99', ':)', 'want', 'get', 'iph', '0ne', '6', 'free', 'kindli', 'check', 'bi0', 'thx']",1,4095,559,1.0
"['break', 'shell', ':-)']",1,703,9,1.0
"['truth', ':D']",1,633,4,1.0
"['fantast', 'thank', ':)']",1,4201,109,1.0
"['heyi', ':)', 'u', 'rt', 'link']",1,3774,216,1.0
"['hashtag', 'say', '...', ':)']",1,3923,397,1.0
"['still', 'green', 'tea', 'blend', 'flavor', ':)']",1,3629,140,1.0
"[""i'm"", 'excit', ""what'"", 'come', ':)', 'realli', 'deserv']",1,3961,596,1.0
"['today', 'improv', 'tomorrow', '...', ':-)', ':)']",1,4700,475,1.0
"['sometim', ':-)']",1,705,16,1.0
"[""i'm"", 'sorri', 'ran', 'friend', 'rough', 'day', ""i'll"", 'tri', 'stream', 'saturday', ':)']",1,4242,827,1.0
"['get', 'well', 'soon', ':)', 'xx']",1,3944,353,1.0
"['bed', 'best', 'coupl', 'ever', ':)']",1,3681,68,1.0
"['favorit', 'appl', 'sauc', ':)']",1,3589,9,1.0
"['nice', 'holiday', 'honey', ':-)', 'kiss']",1,809,45,1.0
"['follow', 'back', 'pleass', ':)']",1,4052,388,1.0
"['thakyou', 'sir', ':)']",1,3581,7,1.0
"['thank', 'beatriz', ':)']",1,4189,109,1.0
"['rt', 'bailona', 'group', 'chat', 'mention', 'approv', 'fanbas', ':)']",1,3639,32,1.0
"['parti', 'cancel', ':p', 'bajrangibhaijaanhighestweek', '1']",1,231,51,1.0
"['thank', 'follow', ':-)', 'hope', 'great', 'week']",1,2088,549,1.0
"['puff', 'pastri', 'egg', 'tart', 'hot', 'fresh', 'oven', ':)', 'wan', 'chai', 'mtr']",1,3612,23,1.0
"['thank', 'follow', 'us', ':)', 'like', 'cool', 'new', 'product', 'check', 'campaign']",1,5160,723,1.0
"['make', 'alyssa', 'rub', 'tummi', ':)']",1,3670,111,1.0
"['almost', 'done', 'master', 'sword', ':D', 'princess', 'zelda']",1,702,38,1.0
"['ive', 'email', 'regard', 'cours', 'queri', ':)']",1,3617,31,1.0
"['happi', 'birthday', '🎂', 'jiva', 'ever', ':)', '🍹', '🍸', '🍻']",1,3887,86,1.0
"['awesom', 'news', 'mate', 'well', 'happi', ':)']",1,3934,111,1.0
"['jumma', 'mubbarak', ':)', '❤', '❤']",1,3632,44,1.0
"['gorgeou', 'deborah', 'good', 'tast', ':)', 'use', 'coupon', 'code', 'colourdeb', 'red', 'purpl', 'blue']",1,3890,168,1.0
"['im', 'sure', 'wasnt', 'anyth', ""we'r"", 'alreadi', 'use', ':)', 'glad', 'ur', 'home']",1,3914,398,1.0
"['wooo', 'happi', 'friday', 'friend', ':)', 'ff']",1,4006,82,1.0
"['plan', 'send', 'email', ""chippy'"", 'vessel', 'monday', 'ps', 'happi', 'anniversari', 'haha', ':)']",1,3925,110,1.0
"['comput', 'sex', 'count', ':)', 'funni', 'vintag']",1,3606,27,1.0
"['use', ""i'll"", 'pick', 'next', 'time', ""i'm"", ':)', 'yeah', ""i'll"", 'cook', 'nice', 'big', 'kitchen', '😍', '😊']",1,4362,785,1.0
"['love', 'great', 'collag', ':)']",1,4141,176,1.0
"['✫', '✧', '˚', '✧', '·', '✵', '⊹', 'thank', 'alway', 'put', 'smile', 'face', 'mind', 'follow', ':)', 'nice', 'day', 'x', '1710']",1,5212,701,1.0
"['look', 'fun', 'snapchat', 'gooffeanotter', 'snapchat', 'kiksex', 'snapm', 'lesbian', 'instagram', 'mpoint', 'mugshot', ':)']",1,3851,315,1.0
"[""can't"", 'sleep', 'much', 'want', 'love', 'bug', 'made', '33', 'token', 'never', 'mind', ':)']",1,4361,900,1.0
"['gamer', 'follow', 'train', 'follow', 'retweet', 'follow', 'retweet', 'gain', 'activ', 'follow', ':)', '110']",1,5188,1080,1.0
"['look', 'forward', 'hear', 'thought', ':)', 'maritimen']",1,3797,172,1.0
"['stat', 'day', 'arriv', '2', 'new', 'follow', 'unfollow', ':)', 'via']",1,4655,522,1.0
"[""there'"", 'stun', 'show', 'garden', 'rh', 'tatton', 'park', 'show', 'wonder', 'design', 'construct', 'plant', ':)']",1,3718,102,1.0
"['behav', 'els', 'u', 'jump_julia', 'malema', ':D']",1,818,197,1.0
"['hello', ':)', 'get', 'youth', 'job', 'opportun', 'follow']",1,4297,523,1.0
"['great', 'friday', 'fren', ':-)']",1,980,34,1.0
"['nuf', 'teas', 'alreadi', 'show', 'us', 'alien', 'everyday', 'seem', 'get', 'closer', 'see', 'alien', 'cousin', ':-)']",1,1272,509,1.0
"['new', 'monitor', 'good', ':D']",1,1011,152,1.0
"['good', 'morn', 'kimmi', ':)']",1,3908,134,1.0
"[""channel'"", 'show', 'planetbollywoodnew', 'full', 'epi', 'avail', 'onlin', ':)']",1,3635,77,1.0
"['evolut', ':D']",1,631,0,1.0
"['fback', ':)']",1,3595,2,1.0
"['love', 'airport', ':-)', ':-)']",1,1787,159,1.0
"['love', ':)', 'want', 'corn', 'chip', ':)']",1,7641,406,1.0
"['thank', ':)', 'tricki', 'bt', 'v', 'import', 'subject']",1,4212,124,1.0
"['hah', '...', ':D', 'say', 'sorri', '...']",1,1294,873,1.0
"['be-shak', ':p']",1,138,0,1.0
[':)'],1,3568,2,1.0
"['happi', 'birthday', 'miss', 'chenoweth', 'hope', 'great', 'one', '...', 'oodl', 'cake', ':)']",1,4622,964,1.0
"['happi', 'birthday', 'gorgeou', 'hope', ""i'll"", 'see', 'fair', ':)']",1,4285,331,1.0
"['im', 'go', 'bed', 'love', 'hailey', 'milk', 'craźi', 'sęxxxÿ', 'cøôl', 'runway', 'look', ':)']",1,4327,622,1.0
"['feel', 'someon', 'share', 'review', 'work', 'hard', ':D']",1,886,397,1.0
"['gooodnight', 'love', 'boy', 'iv', 'ri', 'zoe', 'kati', 'jayci', 'jen', ':)']",1,3999,176,1.0
"['well', 'bud', 'guess', ""i'm"", 'go', 'bed', 'goodnight', 'guy', 'see', 'morn', 'whatev', 'woke', ':)']",1,4391,885,1.0
"['thank', 'follow', 'great', 'day', ':)']",1,4986,542,1.0
"['thank', ':)']",1,4188,109,1.0
"['bad', 'thing', 'think', 'weird', 'face', 'rad', ':-)', 'thank', 'though']",1,1501,394,1.0
"['make', 'aliv', 'make', 'suffer', 'make', 'feel', '..', 'addict', 'song', 'alway', 'sing', 'karaok', ':-)', '..']",1,1396,771,1.0
"['realli', 'cuti', ':D']",1,714,133,1.0
"['ltsw', 'gooo', ':-)']",1,695,1,1.0
"['thank', 'favorit', ':)', 'make', 'sure', 'keep', 'touch', 'news', 'light', 'bulb', 'made', 'corn', 'wast']",1,4551,344,1.0
"['threw', 'phone', 'wall', ':)']",1,3592,40,1.0
"['giant', 'balloon', 'want', 'one', ':)']",1,3797,400,1.0
"['face', 'time', ':)']",1,3708,188,1.0
"[""what'"", 'hashtag', 'weekend', 'guy', ':)']",1,3725,105,1.0
"['one', 'look', 'like', 'need', 'much', 'care', 'studi', ""i'll"", 'favourit', 'later', ':-)']",1,1501,807,1.0
"['welcom', 'hun', ':)', 'thank', 'follow']",1,4646,380,1.0
"['12pm', ':)']",1,3570,2,1.0
"['thank', 'much', 'mom', 'get', 'ticket', ':)']",1,4505,505,1.0
"['thank', 'manila_bro', 'follow', ""let'"", 'connect', 'soon', ':)']",1,4655,424,1.0
"['lol', 'sometim', 'tweet', 'account', 'lol', 'day', 'home', 'dont', 'lot', 'say', ':D']",1,1288,512,1.0
"['✫', '✧', '˚', '✧', '·', '✵', '⊹', 'thank', 'alway', 'put', 'smile', 'face', 'mind', 'follow', ':)', 'nice', 'day', 'x', '1709']",1,5212,701,1.0
"['hope', 'one', 'day', ""he'll"", 'fall', 'love', 'strong', 'woman', 'let', 'see', 'thing', 'refus', 'see', ':)']",1,5015,918,1.0
"['actual', 'lol', ':)']",1,3651,69,1.0
"[""that'"", 'great', 'idea', 'love', 'fellow', 'veggi', ':-)']",1,1362,247,1.0
"['c', '75', 'made', 'collagen', 'an', '2win', 'hopetowin', ':)']",1,3638,34,1.0
"['awww', 'thank', 'hey', 'million', ':)', 'enjoy', 'weekend', 'hey']",1,4509,218,1.0
"['guess', 'need', 'build', 'content', 'around', 'imag', 'inventori', 'littl', 'bit', ':)']",1,3747,186,1.0
"['gamer', 'follow', 'train', 'follow', 'retweet', 'follow', 'retweet', 'gain', 'activ', 'follow', ':)', '1']",1,5261,1106,1.0
"['snap', ':)']",1,3572,5,1.0
"['bring', 'togeth', 'friend', 'famili', 'loveforfood', 'foodforthought', 'thoughtfortheday', ':)']",1,3675,66,1.0
"['carp', 'diem', 'mr', 'nath', ':)']",1,3578,11,1.0
"['yep', ""i'd"", 'without', 'ning', 'recommend', 'book', 'thought', 'wow', ':)', 'think', 'gener', 'posit', 'lead']",1,3763,189,1.0
"['ty', 'appreci', 'recent', 'retweet', 'great', 'friday', ':)']",1,3938,46,1.0
"['11:11', 'meet', 'michael', 'hug', 'tight', 'talk', 'tell', ""he'"", 'import', 'love', 'much', 'make', 'smile', ':D']",1,1420,567,1.0
"['long', 'feel', 'comfort', 'im', 'gonna', 'wear', 'want', 'mother', 'haha', '...', 'sound', 'nice', '...', ':-)']",1,1707,1362,1.0
"['congratul', 'daughter', ':D']",1,647,3,1.0
"['goodnight', 'love', 'everyon', 'hate', 'stupid', ':)']",1,4071,246,1.0
"['thank', 'fill', 'although', 'opinion', 'still', 'stand', 'agre', 'disagre', 'harm', 'done', ':)']",1,4326,275,1.0
"['see', 'saturday', ':p', ""i'll"", 'see', 'stormi', ':D']",1,1233,299,1.0
"['time', '2', 'parti', ':D']",1,826,223,1.0
"['upgrad', 'an', 'sync', 'plu', 'done', 'singl', 'remot', 'devic', 'get', 'folk', ':)']",1,3861,281,1.0
"['haha', 'know', 'mess', ':D']",1,828,168,1.0
"['want', 'say', 'huge', 'thank', 'ff', 'thank', 'support', ':)']",1,5051,558,1.0
"['found', 'song', 'mention', 'nylon', 'gvb', 'cd', 'take', 'mountain.titl', 'unto', 'other', 'theworldwouldchang', ':)']",1,3690,106,1.0
"['relat', 'would', 'make', 'new', 'categori', 'blog', 'everyth', 'one', 'place', ':)']",1,4093,412,1.0
"['yah', 'know', ""i'm"", 'good', 'fake', 'mah', 'emot', ':)']",1,4144,594,1.0
"['go', 'nice', 'mother', 'daughter', 'day', 'today', ':)', 'even', 'though', 'rain', 'morn', 'great', 'day', 'folk', 'xx']",1,4821,896,1.0
"['idk', 'cant', 'wait', 'tonight', 'panel', 'peopl', ':)']",1,3725,218,1.0
"[':)', 'reason', 'dream', '...']",1,3890,365,1.0
"[""i'am"", 'elf', 'hbu', ':)']",1,3574,3,1.0
"['follow', 'back', 'pleass', ':)']",1,4052,388,1.0
"['ps', 'took', '80-1', 'hope', 'count', ':-)']",1,851,121,1.0
"['✫', '✧', '˚', '✧', '·', '✵', '⊹', 'thank', 'alway', 'put', 'smile', 'face', 'mind', 'follow', ':)', 'nice', 'day', 'x', '1708']",1,5212,701,1.0
"['yeah', 'neenkin', 'congrat', 'success', 'masterpiec', ':)', '🎉']",1,3649,52,1.0
"['goodmorn', 'smile', 'debit', 'order', ':)', 'soon']",1,3703,73,1.0
"['thank', 'work', 'beagl', 'amaz', 'incred', ':)']",1,4357,258,1.0
"['rt', 'bailona', 'group', 'chat', 'mention', 'approv', 'fanbas', ':)']",1,3639,32,1.0
"['rememb', 'someon', ':)', '♫', 'see', 'feat', 'charli', 'puth', 'wiz', 'khalifa', '—']",1,3835,228,1.0
"['cours', ':)']",1,3586,9,1.0
"['hi', 'dylan', 'tyler', ':)', '♡', '♡', '♡']",1,3805,72,1.0
"['favorit', 'tea', ':)']",1,3588,13,1.0
"[""i'v"", 'done', 'today', 'watch', 'law', 'order', 'svu', 'love', 'sick', ':-)']",1,1360,501,1.0
"['pleasur', ':D', 'enjoy', 'day']",1,964,159,1.0
"['fine', 'day', ':)']",1,3824,157,1.0
"['morn', 'wear', 'get', 'darker', 'end', 'world', 'day', 'today', 'instead', 'septemb', ':-)']",1,1419,588,1.0
"['lmao', 'love', 'berni', ':D']",1,1033,165,1.0
"['lol', '...', 'morn', ':)', '...', 'wet', 'hey', 'friday', ':)']",1,8074,788,1.0
"['aint', 'never', 'upload', 'lol', 'also', 'found', 'anoth', 'vid', 'u', 'danc', 'henri', 'trap', 'keep', 'go', 'fit', 'journey', 'tommi', ':)']",1,4162,631,1.0
"['ye', 'think', 'b', 'stupid', 'discuss', 'abt', 'wild', 'card', 'entri', 'jst', 'wait', ""vivian'"", 'perform', ':)']",1,3819,211,1.0
"['new', 'blog', 'import', 'life', 'lesson', 'learnt', 'watch', 'movi', ':)', 'someth', 'everyon', 'need', 'rememb', 'xx']",1,4094,389,1.0
"[""i'm"", 'best', 'perfect', 'promis', 'love', 'whole', 'heart', ':)']",1,4264,568,1.0
"['u', 'transpar', '...', 'glass', '..', ':-)']",1,1290,636,1.0
"['thank', 'share', 'bitcoin', 'news', 'stream', 'great', 'monday', ':)', 'insight']",1,4455,197,1.0
"['ye', ':D']",1,706,48,1.0
"['thank', 'retweet', ':)', 'make', 'sure', 'keep', 'touch', 'news', 'light', 'bulb', 'made', 'corn', 'wast']",1,4572,345,1.0
"['rang', 'sick', 'yesterday', 'told', ""i'd"", 'back', 'today', ""i'm"", 'better', 'morn', 'anyway', 'day', 'sunday', ':)']",1,4421,893,1.0
"['ping', ""i'm"", 'watch', 'tl', 'like', 'hawk', ':D']",1,1096,658,1.0
"['make', 'use', 'masquerad', 'mask', 'lol', 'zorroreturm', ':-)']",1,904,188,1.0
"['hope', 'help', ':-)']",1,874,156,1.0
"['congrat', 'ryan', 'jami', 'delight', ':)', 'xx']",1,3644,24,1.0
"['✫', '✧', '˚', '✧', '·', '✵', '⊹', 'thank', 'alway', 'put', 'smile', 'face', 'mind', 'follow', ':)', 'nice', 'day', 'x', '1707']",1,5212,701,1.0
"['thank', 'mention', 'happi', 'friday', ':)']",1,4539,155,1.0
"['ye', 'pk', 'hay', ':p']",1,216,56,1.0
"['hi', 'jacquelin', ""we'r"", 'sorri', 'hear', 'pleas', 'dm', 'us', 'contact', 'detail', 'give', 'call', ':)']",1,4173,664,1.0
"['passion', 'beer', 'ultim', 'made', 'way', 'becom', 'full-fledg', 'busi', ':)']",1,3703,101,1.0
"['thank', 'guy', ':)', 'fun', ':)', 'anoth', '1', ';)']",1,7999,258,1.0
"['hi', ""i'm"", 'see', 'workplac', 'one', 'venu', 'list', ""i'm"", 'sure', 'fix', 'thank', ':)']",1,5125,1147,1.0
"['oh', 'wow', 'thank', ':)', 'skin', 'go', 'perfect', 'time', 'head', 'lago', 'travel']",1,4605,639,1.0
"['wow', 'luxord', 'look', 'realli', 'amaz', 'new', 'kingdom', 'heart', '3', 'promo', 'art', ':)']",1,4059,380,1.0
"['new', 'potato', 'garden', 'hundr', 'dig', ':)']",1,3722,57,1.0
"['love', ':D']",1,1029,152,1.0
"['thank', 'love', 'weekend', 'everyon', ':-)']",1,1845,310,1.0
"['well', 'total', 'blew', 'mind', 'morn']",1,216,105,1.0
"['cours', ""i'v"", 'cite', 'academ', 'paper', 'feel', ""i'v"", 'arriv', ':-)']",1,899,340,1.0
"['life', 'smile', ':)']",1,3679,45,1.0
"['thank', 'info', ':)']",1,4201,115,1.0
"['sure', 'watch', 'pokiri', '1nenokkadin', 'tym', 'fav', ':-)', 'bajrangibhaijaanhighestweek', '1']",1,894,137,1.0
"['yang', 'retweet', ':)', ':D']",1,4234,7,1.0
"[""who'"", 'still', 'awak', ':)']",1,3635,143,1.0
"['heritag', 'sword', 'made', 'wood', ':D']",1,687,23,1.0
"['right', 'thx', 'andrew', 'great', 'day', ':)']",1,4049,225,1.0
"['true', ':)']",1,3590,24,1.0
"['beleaf', 'u', ':-)']",1,868,193,1.0
"['cool', 'video', 'love', '...', ':)', 'thank', 'u']",1,5124,813,1.0
"['season', '11', 'set', '♡', 'nice', 'friday', 'spnfamili', ':)', 'spn', '11', 'alwayskeepfight', 'jaredpadalecki', 'jensenackl']",1,3837,74,1.0
"['cool', ':D']",1,667,5,1.0
"['exactli', ':D']",1,635,5,1.0
"['peasant', 'seat', 'watch', 'peasant', 'team', '...', 'mind', ':p', 'ahahha']",1,531,435,1.0
"['chri', ""that'"", 'great', 'hear', ':)', 'due', 'time', 'remind', 'inde', 'plan', 'avail', 'distant', 'futur']",1,4038,343,1.0
"['thank', 'shout-out', ':)', 'great', 'aboard']",1,4363,131,1.0
"['hey', ':)', 'long', 'time', 'talk', '...']",1,4141,608,1.0
"['matt', 'would', 'say', 'welcom', 'adulthood', '...', ':)']",1,4082,473,1.0
"['could', 'say', 'egg', 'face', ':-)']",1,800,156,1.0
"['hopeless', 'tmr', ':(']",1,2,4576,0.0
"['everyth', 'kid', 'section', 'ikea', 'cute', 'shame', ""i'm"", 'nearli', '19', '2', 'month', ':(']",1,327,5093,0.0
"['heart', 'slide', 'wast', 'basket', ':(']",1,21,4605,0.0
"['“', 'hate', 'japanes', 'call', 'bani', ':(', ':(', '”']",1,67,9260,0.0
"['dang', 'start', 'next', 'week', 'work', ':(']",1,305,4846,0.0
"['oh', 'god', 'babi', 'face', ':(']",1,107,4745,0.0
"['make', 'smile', ':(']",1,162,4683,0.0
"['work', 'neighbour', 'motor', 'ask', 'said', 'hate', 'updat', 'search', ':(']",1,190,4839,0.0
"[':(', 'sialan', ':(']",1,2,9143,0.0
"['athabasca', 'glacier', '1948', ':-(', 'athabasca', 'glacier', 'jasper', 'jaspernationalpark', 'alberta', 'explorealberta', '…']",1,38,522,0.0
"['realli', 'good', 'g', 'idea', ""i'm"", 'never', 'go', 'meet', ':(']",1,755,5476,0.0
"['mare', 'ivan', ':(']",1,1,4573,0.0
"['happi', 'trip', 'keep', 'safe', 'see', 'soon', ':(']",1,530,4815,0.0
"[""i'm"", 'tire', 'hahahah', ':(']",1,189,4967,0.0
"['knee', 'replac', 'get', 'day', ':-(', 'ouch']",1,458,883,0.0
"['relat', 'sweet', 'n', 'sour', 'kind', 'bi-polar', 'peopl', 'life', '...', 'cuz', 'life', '...', 'full', '...', ':(']",1,1102,5769,0.0
"['pleass', ':(']",1,6,4573,0.0
"['im', 'sure', 'tho', ':(']",1,122,4759,0.0
"['feel', 'stupid', ""can't"", 'seem', 'grasp', 'basic', 'digit', 'paint', 'noth', ""i'v"", 'research', 'help', ':(']",1,208,5104,0.0
"['good', 'lord', ':(']",1,243,4674,0.0
"['feel', 'lone', 'someon', 'talk', 'guy', 'girl', ':(']",1,230,4930,0.0
"['assign', 'project', ':(', 'realli', '😩']",1,87,4724,0.0
"['want', 'play', 'video', 'game', 'watch', 'movi', 'someon', ':(']",1,308,5074,0.0
"['choreograph', 'hard']",1,12,36,0.0
"['email', 'link', 'still', 'say', 'longer', 'avail', ':(']",1,166,4805,0.0
"['cri', 'bc', 'miss', 'mingm', 'much', ':-(']",1,134,1030,0.0
"['sorri', ':(']",1,23,4719,0.0
"['mom', 'far', 'away', ':(']",1,43,4630,0.0
"[""we'r"", 'truli', 'sorri', ':(', 'safe', 'flight']",1,62,4765,0.0
"['friend', ':(']",1,62,4610,0.0
"['oh', ':(', 'hate', 'happen', 'get', 'sad']",1,294,5126,0.0
"['oh', 'dog', 'pee', '’', 'bag', ':-(', '’', 'take', 'newwin', '15']",1,153,726,0.0
"['doushit', ':(']",1,1,4572,0.0
"['late', ':(']",1,14,4598,0.0
"['suck', 'much', 'sick', 'plan', 'start', 'work', 'first', 'gundam', 'night', 'nope', ':(']",1,426,5050,0.0
"['2', 'dollar', ':(', '😭', '😭', '😭']",1,65,4701,0.0
"['listen', 'back', 'old', 'show', 'know', ""i'm"", 'weird', 'got', 'u', 'leav', 'might', 'give', 'pale', 'imit', ':-(']",1,819,1548,0.0
"['went', 'sea', 'massiv', 'fuck', 'rash', 'bodi', 'pain', 'thing', 'ever', 'want', 'go', 'home', ':(']",1,435,5315,0.0
"['hi', 'absent', ':(']",1,174,4606,0.0
"['gran', 'tho', 'knew', 'care', 'tell', ':(']",1,65,4653,0.0
"['cute', 'love', 'much', 'wish', 'would', 'sequel', ':(']",1,637,5067,0.0
"['busi', 'sa', 'school', ':(', 'next', 'time', 'love', 'yah', 'xx']",1,656,5025,0.0
"['ouucchhh', 'one', 'wisdom', 'teeth', 'come', ':(']",1,201,4819,0.0
"['frighten', 'case', 'realli', 'get', ':(']",1,295,4941,0.0
"['pret', ':(', 'wkwkw', 'verfi', 'activ', 'forget', 'follow', 'member', 'thank', 'join', 'goodby']",1,1068,4985,0.0
"['´', 'got', 'chain', 'love', '´', '—', 'sentir-s', 'incompleta']",1,503,293,0.0
"['okay', '..', '..', ':(']",1,296,4825,0.0
"['go', 'wednesday', ':(']",1,150,4800,0.0
"['marvel', 'thwart', ':-(']",1,2,495,0.0
"['awh', ""what'"", 'chanc', '😩', 'u', 'zant', 'need', 'someth', ':-(', 'x']",1,378,908,0.0
"[""when'"", 'birthday', ':(']",1,76,4595,0.0
"['worst', 'part', 'still', 'feel', 'bad', ':(']",1,131,4951,0.0
"['audraesar', 'sushi', 'pic', 'tl', 'drive', 'craaazzyy', ':(']",1,43,4616,0.0
"['realli', 'want', ':(']",1,176,4948,0.0
"['pop', 'like', 'helium', 'balloon', '..', ':-(']",1,369,834,0.0
"['climatechang', 'cc', ""california'"", 'power', 'influenti', 'air', 'pollut', 'watchdog', 'califor', '...']",1,305,356,0.0
"['sad', 'elhaida', 'rob', 'juri', ':(', 'came', '10th', 'televot']",1,15,4716,0.0
"['climatechang', 'cc', 'idaho', 'restrict', 'fish', 'despit', 'region', 'drought-link', 'die-of', '...']",1,299,354,0.0
"['climatechang', 'cc', 'abrupt', 'climat', 'chang', 'may', 'doom', 'mammoth', 'megafauna', 'sc', '...']",1,339,394,0.0
"['climatechang', 'cc', ""australia'"", 'dirtiest', 'power', 'station', 'consid', 'clean', 'energi', 'biomass', '...']",1,307,369,0.0
"['climatechang', 'cc', ""ain't"", 'easi', 'green', 'golf', 'cours', 'california', 'ulti', '...']",1,327,370,0.0
"['well', 'sure', 'work', 'day', 'mine', ':(']",1,510,4952,0.0
"['im', 'gonna', 'miss', 'u', 'sexi', 'prexi', ':(']",1,285,5260,0.0
"['miss', 'kindergarten', 'kid', ':(']",1,46,4893,0.0
"['hungri', ':-(']",1,2,512,0.0
"['cant', 'find', 'book', 'keep', 'sane', ':(']",1,128,4726,0.0
"['liter', 'three', 'loung', 'event', ':-(', 'much', 'turn', ""i'm"", 'sad']",1,317,1142,0.0
"['miss', 'boss', ':(']",1,28,4877,0.0
"['love', 'hozier', ':-(']",1,400,646,0.0
"[""that'"", 'true', 'want', 'soooner', ':(']",1,186,4901,0.0
"['ahh', 'fam', ':(', 'respectlost']",1,11,4582,0.0
"[""i'm"", 'sorri', ':(', 'hypercholesteloremia', 'ok']",1,244,5096,0.0
"['babi', 'still', 'look', 'tire', ':(']",1,211,4892,0.0
"['someon', 'gift', 'calibraska', ':(']",1,43,4640,0.0
"['massiv', 'shame', 'would', 'actual', 'genuin', 'contend', 'happen', ':(']",1,122,4742,0.0
"['head', 'alway', 'hurt', 'stay', 'late', 'lmao', ':(']",1,131,4755,0.0
"['u', 'older', ':(']",1,176,4769,0.0
"['back', ':(']",1,99,4693,0.0
"['u', 'sound', 'upset', ':(']",1,200,4794,0.0
"['much', 'miss', ':-(']",1,116,933,0.0
"['miss', 'infinit', ':-(']",1,29,804,0.0
"['ao', 'want', 'stick', '8th', 'either', ':(']",1,111,4833,0.0
"['much', 'seriou', 'yun', 'eh', ':(']",1,95,4723,0.0
"['room', 'way', 'hot', ':-(']",1,75,561,0.0
"['still', 'havent', 'found', 'handsom', 'jack', 'draw', ':(']",1,79,4724,0.0
"['shit', ':(']",1,14,4607,0.0
"['cut', 'encor', ':(', 'bad', '4thwin']",1,22,4666,0.0
"['wish', 'baymax', ':(']",1,38,4663,0.0
"['sick', ':(']",1,5,4614,0.0
"['french', 'mixer', 'miss', 'much', ':(', '💜']",1,129,5022,0.0
"['wft', '..', ""can't"", 'watch', 'awesom', 'replay', ':-(']",1,260,865,0.0
"['happen', ':(']",1,17,4622,0.0
"['parti', 'promot', ':(']",1,18,4589,0.0
"['music', 'bank', 'encor', 'alway', 'short', ':(']",1,97,4667,0.0
